Roza2019_VCF_ID,Roza2019_VCF_ID1,Sample_ID,Plant_ID,Ordering,rep,col,row,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,kmeans,DAPC
63_S36_R1_001,SM:63_S36_R1_001,63_2C-3A-2,63,49,1,3,11,2C,3A,1622,2,1613-2x1622-2C,1613-2,1622-2C,3A_2,Plant#2,1613-2_1622-2C,1613-2,1622-2C,2,24.5594934411451,45.0518449076166,-32.2385180865553,1,1
64_S47_R1_001,SM:64_S47_R1_001,64_2D-4A-2,64,50,1,3,12,2D,4A,1622,2,1613-2x1622-2D,1613-2,1622-2D,4A_2,Plant#2,1613-2_1622-2D,1613-2,1622-2D,2,37.9492478437638,29.6676529486087,-34.5126618135888,1,1
65_S59_R1_001,SM:65_S59_R1_001,65_2E-5A-2,65,51,1,3,13,2E,5A,1622,2,1613-2x1622-2E,1613-2,1622-2E,5A_2,Plant#2,1613-2_1622-2E,1613-2,1622-2E,2,22.6062194293664,36.7777354451704,-13.9260663707023,1,1
66_S71_R1_001,SM:66_S71_R1_001,66_2L-9A-1,66,52,1,3,14,2L,9A,1622,1,1613-2x1622-2L,1613-2,1622-2L,9A_1,Plant#1,1613-2_1622-2L,1613-2,1622-2L,2,34.0759641549123,22.8733649620815,22.4706602700619,1,1
67_S83_R1_001,SM:67_S83_R1_001,67_20H-161A-2,67,53,1,3,15,20H,161A,1622,2,1613-20x1622-20H,1613-20,1622-20H,161A_2,Plant#2,1613-20_1622-20H,1613-20,1622-20H,20,13.2567276875674,44.2935771464004,-11.3622040761774,1,1
68_S95_R1_001,SM:68_S95_R1_001,68_20H-161A-17-1,68,54,1,3,16,20H,161A,1622,17-1,1613-20x1622-20H,1613-20,1622-20H,161A_17-1,Plant#17,1613-20_1622-20H,1613-20,1622-20H,20,12.3561321251786,54.8859379725097,-5.62001299982092,1,1
69_S106_R1_001,SM:69_S106_R1_001,69_20H-161A-2,69,55,1,3,17,20H,161A,1622,2,1613-20x1622-20H,1613-20,1622-20H,161A_2,Plant#2,1613-20_1622-20H,1613-20,1622-20H,20,24.5358473485373,39.0939043431283,2.52476763522911,1,1
7_S456_R1_001,SM:7_S456_R1_001,7_10E-78A-1,7,5,1,1,5,10E,78A,1622,1,1613-10x1622-10E,1613-10,1622-10E,78A_1,Plant#1,1613-10_1622-10E,1613-10,1622-10E,10,-62.8159783885122,13.5365803618914,4.4486333730155,2,2
70_S118_R1_001,SM:70_S118_R1_001,70_21A-166A-2,70,56,1,3,18,21A,166A,1622,2,1613-21x1622-21A,1613-21,1622-21A,166A_2,Plant#2,1613-21_1622-21A,1613-21,1622-21A,21,-5.22718083003631,-23.3284480062955,0.274654048941353,1,1
72_S37_R1_001,SM:72_S37_R1_001,72_21G-169A-1,72,57,1,3,19,21G,169A,1622,1,1613-21x1622-21G,1613-21,1622-21G,169A_1,Plant#1,1613-21_1622-21G,1613-21,1622-21G,21,-60.6723538494259,1.21493134875527,0.588084575228816,2,2
74_S48_R1_001,SM:74_S48_R1_001,74_21K-171A-9,74,58,1,4,1,21K,171A,1622,9,1613-21x1622-21K,1613-21,1622-21K,171A_9,Plant#9,1613-21_1622-21K,1613-21,1622-21K,21,-62.9263205420192,-7.08822222927086,-14.1478678444487,2,2
76_S60_R1_001,SM:76_S60_R1_001,76_21K-171A-1,76,59,1,4,2,21K,171A,1622,1,1613-21x1622-21K,1613-21,1622-21K,171A_1,Plant#1,1613-21_1622-21K,1613-21,1622-21K,21,-5.78070020351692,-40.7922910747572,-15.7950451370764,3,3
77_S72_R1_001,SM:77_S72_R1_001,77_22I-179A-1,77,60,1,4,3,22I,179A,1622,1,1613-22x1622-22I,1613-22,1622-22I,179A_1,Plant#1,1613-22_1622-22I,1613-22,1622-22I,22,23.3958123392534,36.3982074551168,-39.2831022714219,1,1
79_S84_R1_001,SM:79_S84_R1_001,79_22I-179A-2,79,61,1,4,4,22I,179A,1622,2,1613-22x1622-22I,1613-22,1622-22I,179A_2,Plant#2,1613-22_1622-22I,1613-22,1622-22I,22,20.5113617286822,18.5660204781725,-8.11212853939943,1,1
81_S96_R1_001,SM:81_S96_R1_001,81_22F-176A-2,81,62,1,4,5,22F,176A,1622,2,1613-22x1622-22F,1613-22,1622-22F,176A_2,Plant#2,1613-22_1622-22F,1613-22,1622-22F,22,3.96761817521561,14.3019560111072,-17.7075124606523,1,1
82_S107_R1_001,SM:82_S107_R1_001,82_22F-176A-8,82,63,1,4,6,22F,176A,1622,8,1613-22x1622-22F,1613-22,1622-22F,176A_8,plant#8,1613-22_1622-22F,1613-22,1622-22F,22,-46.6729654770521,33.8590005689258,16.9955012292243,2,2
83_S119_R1_001,SM:83_S119_R1_001,83_22F-176A-9,83,64,1,4,7,22F,176A,1622,9,1613-22x1622-22F,1613-22,1622-22F,176A_9,Plant#9,1613-22_1622-22F,1613-22,1622-22F,22,10.5989160781911,26.7122694484504,4.64451194739925,1,1
85_S38_R1_001,SM:85_S38_R1_001,85_22H-178A-2,85,65,1,4,8,22H,178A,1622,2,1613-22x1622-22H,1613-22,1622-22H,178A_2,Plant#2,1613-22_1622-22H,1613-22,1622-22H,22,17.8345639350667,36.8057741087963,-6.65813672321902,1,1
87_S49_R1_001,SM:87_S49_R1_001,87_23C-183A-10,87,66,1,4,9,23C,183A,1622,10,1613-23x1622-23C,1613-23,1622-23C,183A_10,Plant#10,1613-23_1622-23C,1613-23,1622-23C,23,23.7604660366083,9.32983764074394,4.57687789908413,1,1
88_S61_R1_001,SM:88_S61_R1_001,88_23C-183A-12,88,67,1,4,10,23C,183A,1622,12,1613-23x1622-23C,1613-23,1622-23C,183A_12,Plant#12,1613-23_1622-23C,1613-23,1622-23C,23,3.90540881535345,-9.96596232325406,-1.06749029271039,1,1
89_S73_R1_001,SM:89_S73_R1_001,89_23D-184A-1,89,68,1,4,11,23D,184A,1622,1,1613-23x1622-23D,1613-23,1622-23D,184A_1,Plant#1,1613-23_1622-23D,1613-23,1622-23D,23,6.2686507898245,-14.1032374878024,-14.9001709142621,1,1
9_S11_R1_001,SM:9_S11_R1_001,9_11F-86A-2,9,6,1,1,6,11F,86A,1622,2,1613-11x1622-11F,1613-11,1622-11F,86A_2,Plant#2,1613-11_1622-11F,1613-11,1622-11F,11,16.0748447124657,-9.39451314658659,-6.29049016598943,1,1
90_S85_R1_001,SM:90_S85_R1_001,90_23D-184A-2,90,69,1,4,12,23D,184A,1622,2,1613-23x1622-23D,1613-23,1622-23D,184A_2,Plant#2,1613-23_1622-23D,1613-23,1622-23D,23,-3.06756337825933,-4.54471896528202,-14.7666149651818,1,1
92_S97_R1_001,SM:92_S97_R1_001,92_25I-189A-,92,70,1,4,13,25I,189A,1622,0,1613-25x1622-25I,1613-25,1622-25I,189A_0,Plant#0,1613-25_1622-25I,1613-25,1622-25I,25,24.6824863242253,6.31878092769636,-5.3218911014562,1,1
93_S108_R1_001,SM:93_S108_R1_001,93_25I-189A-1,93,71,1,4,14,25I,189A,1622,1,1613-25x1622-25I,1613-25,1622-25I,189A_1,Plant#1,1613-25_1622-25I,1613-25,1622-25I,25,-8.81819652393221,-50.6780306482624,-28.0707615664638,3,3
94_S120_R1_001,SM:94_S120_R1_001,94_26A-192A-1,94,72,1,4,15,26A,192A,1622,1,1613-26x1622-26A,1613-26,1622-26A,192A_1,Plant#1,1613-26_1622-26A,1613-26,1622-26A,26,9.26680444661481,12.2084794015129,-5.17817983219493,1,1
95_S39_R1_001,SM:95_S39_R1_001,95_26A-192A-2,95,73,1,4,16,26A,192A,1622,2,1613-26x1622-26A,1613-26,1622-26A,192A_2,Plant#2,1613-26_1622-26A,1613-26,1622-26A,26,15.6948251705144,29.7617571154859,9.03807606800788,1,1
96_S50_R1_001,SM:96_S50_R1_001,96_26D-195A-9,96,74,1,4,17,26D,195A,1622,9,1613-26x1622-26D,1613-26,1622-26D,195A_9,Plant#9,1613-26_1622-26D,1613-26,1622-26D,26,15.3991401162999,0.954663671710102,10.010141658418,1,1
97_S62_R1_001,SM:97_S62_R1_001,97_26D-195A-13,97,75,1,4,18,26D,195A,1622,13,1613-26x1622-26D,1613-26,1622-26D,195A_13,Plant#13,1613-26_1622-26D,1613-26,1622-26D,26,9.91277168626737,21.0394719719568,7.70391569120104,1,1
98_S74_R1_001,SM:98_S74_R1_001,98_26D-195A-15,98,76,1,4,19,26D,195A,1622,15,1613-26x1622-26D,1613-26,1622-26D,195A_15,Plant#15,1613-26_1622-26D,1613-26,1622-26D,26,8.19564406119854,-7.69719429423855,27.2520303969703,1,1
