all,may_20_1stage,jun_20_1stage,jul_20_1stage,aug_20_1stage,sep_20_1stage,may_21_1stage,jun_21_1stage,jul_21_1stage,aug_21_1stage,sep_21_1stage,MET_may,MET_jun,MET_jul,MET_aug,MET_sep,MET_20,MET_21,MET_all,FA1_all,FA1_PH,PH_19_1stage,PH_20_1stage,CT_20_1stage,PC1,PC2,PC3
SM:34_S434_R1_001,47.206,60.28,53.979,33.565,11.11,34.223,8.428,19.039,20.794,9.183,46.7902240233,35.8981107972,36.8707770965,30.7454890162,9.5968198669,43.2549191081,19.4580551324,30.5871151413,-0.6727745536,-0.0387520928,77.648,39.171,25.172,-6.1080155,2.0348508,1.4768323
SM:350_S307_R1_001,85.675,70.765,48.116,32.63,5.114,38.191,12.288,24.22,25.213,3.859,55.8576941646,40.3778678704,37.5272312421,31.5700310604,7.3915826144,45.1496424936,21.3934626962,32.93935105,-0.4441195408,1.0794887335,83.793,45.452,24.907,3.1096869,-0.65405387,2.5204782
SM:351_S226_R1_001,72.22,75.219,30.87,30.273,11.617,41.035,10.704,23.252,21.776,5.638,54.3818662491,41.0648278586,33.6344196059,30.1312076907,9.4023510929,45.1626491122,21.1971754306,32.7519887497,-0.3260791857,0.8849503874,81.564,45.764,24.765,4.7978663,3.2190688,-0.524949
SM:353_S238_R1_001,66.604,69.208,48.401,31.637,9.39,43.449,13.984,8.669,33.88,11.123,54.248482769,40.5849636245,32.0456788936,33.3945744259,9.2917083556,44.880073933,22.2010978275,33.223810373,-0.309500036,0.0076491612,74.71,43.328,24.599,4.484696,3.8668528,-2.161733
SM:355_S261_R1_001,45.793,53.155,40.234,27.849,8.172,24.637,6.198,15.528,19.585,2.343,42.7231205431,33.0798022367,32.8255568963,29.0247091048,8.1291949393,37.8604136564,15.7571692556,25.54509718,-1.3383944428,-0.2098824022,76.242,38.777,25.159,-16.848349,7.058441,2.475944
SM:356_S273_R1_001,64.557,63.534,43.695,31.785,10.363,38.286,10.098,22.786,38.248,4.303,51.7999193788,37.526579935,36.1198600422,34.4204681776,8.9349210336,43.6556711344,22.5250276877,32.8595697054,-0.3629621907,0.5276431952,83.204,39.385,24.884,-4.072172,4.396867,-1.4050381
SM:357_S284_R1_001,69.363,45.431,44.306,43.448,7.653,45.112,13.543,28.265,22.563,8.033,55.4577229075,33.6075893117,38.2007982999,33.694982876,8.50762095,41.9201778416,23.6944864389,32.9727291385,-0.4061786872,-0.4428567241,77.74,34.1,23.615,-1.0898049,2.58248,-2.1289155
SM:358_S296_R1_001,69.699,63.628,52.941,41.814,7.807,36.993,11.303,26.005,28.813,7.98,52.2705094328,37.9629275291,39.1539585218,34.7918166518,8.5433472801,45.8104296019,22.4552199236,33.9664152462,-0.2250238208,-0.1889497014,79.155,35.494,23.469,-13.930452,7.5034733,2.322006
SM:360_S308_R1_001,44.99,46.315,48.897,30.332,7.399,33.53,8.907,21.556,22.356,5.433,46.084547599,32.0840727879,36.7264023937,30.2747471027,8.186011324,37.7401020718,19.4601618844,27.991686783,-0.9859990237,0.3013255611,82.056,37.991,23.52,-7.223066,5.9863644,0.28279275
SM:361_S227_R1_001,56.365,64.369,46.009,40.974,9.781,34.144,9.63,28.853,27.201,9.31,48.5117220666,37.498871042,38.757768068,34.1783702451,9.2355316659,44.5242507095,22.177643197,33.1588924621,-0.4354958864,0.3923797346,78.411,43.533,23.521,-12.577402,9.26539,1.9790488
SM:362_S239_R1_001,33.342,46.079,47.987,43.98,11.296,40.269,9.176,29.204,18.065,5.6,46.4628876053,32.0852291772,39.2650402433,32.7445382257,9.3014382869,40.6140538181,21.2489839761,30.6345980734,-0.491908226,0.6115093905,84.583,38.702,24.814,-14.313673,8.347842,2.1947546
SM:363_S250_R1_001,54.834,58.503,39.386,40.394,8.249,40.873,18.903,24.085,18.734,11.908,50.9480870123,39.4275664892,35.7154658542,32.0091220666,9.055435637,41.7760345699,23.5157621286,32.8048123325,-0.3239070204,-0.5691466728,75.786,34.932,24.504,-9.802588,9.949394,0.5444363
SM:364_S262_R1_001,44.702,44.174,58.811,43.003,7.666,30.159,15.668,24.809,34.701,12.216,44.7159567726,34.1132462484,39.9333035637,36.5142111,8.9239365948,40.8903116423,23.537235206,32.3145165665,-0.4019004683,-0.0778221316,77.218,39.226,25.079,-7.668432,1.4146193,2.304335
SM:366_S274_R1_001,46.87,49.512,40.523,32.309,9.362,35.157,13.228,28.353,21.983,4.722,47.1136900231,34.7074293122,37.4373242194,30.7660395203,8.6880762349,38.7461774239,21.5301411232,29.9070703623,-0.8797188458,-0.4471057259,75.15,37.167,24.573,-6.007894,3.2942078,-0.7644381
SM:367_S285_R1_001,79.891,61.158,47.049,45.035,10.275,34.454,7.462,17.808,20.914,5.944,53.2717850888,35.8310500203,35.0903327834,33.7298930876,9.0573641463,47.481080583,18.6367057174,32.1719907581,-0.5185962311,0.7959430314,79.649,47.049,24.697,1.1525087,-1.2122318,1.3026562
SM:368_S297_R1_001,70.373,62.989,50.719,27.98,10.081,25.288,11.695,11.222,19.151,9.917,47.7977153053,37.9263994925,33.4613243745,28.9329973673,9.380115791,44.2377987585,17.3587890304,29.6308617135,-0.5179084434,-0.5638845197,76.237,34.461,23.922,1.5390164,-0.26821536,-1.6215186
SM:369_S309_R1_001,68.34,65.185,41.235,38.122,7.34,36.73,12.541,20.3,27.423,7.557,51.901406775,38.8813228498,34.715196998,33.507473831,8.3728479188,43.6340779153,21.4449493392,32.2569365699,-0.3006707068,0.4404715801,80.951,41.055,24.511,-6.764693,-7.5586934,-0.6012153
SM:36_S458_R1_001,78.773,57.397,49.73,38.014,8.948,26.534,11.158,19.024,15.697,1.743,49.8715499459,36.1463276501,36.0138851417,30.68128356,8.2838065037,45.2278012883,16.9634870885,29.9399434389,-0.6385272101,0.8495191289,85.816,40.181,24.421,1.6051013,0.9279923,1.2802547
SM:370_S228_R1_001,73.49,57.479,39.522,31.792,9.11,42.269,15.79,24.275,27.424,6.293,55.0981832198,37.9546213715,35.8221505552,31.909871586,8.7591236496,42.4693556145,23.3776355612,32.9390175031,-0.4886947004,0.3324129393,78.329,42.924,24.286,-2.3594482,-6.398354,-3.8656914
SM:371_S240_R1_001,69.093,65.033,44.039,37.101,10.883,41.268,16.841,21.891,33.365,13.501,53.873752831,40.4883354993,35.8353150627,34.6812507202,9.9390632295,45.580287031,24.9372160651,35.4740324321,0.0818583965,-0.2317107649,74.883,40.184,23.736,-8.079581,-8.491824,-0.6634248
SM:372_S251_R1_001,67.156,64.247,47.382,46.138,9.87,32.326,13.006,21.347,26.325,7.065,49.9180199921,38.7924505896,36.353074221,35.2852311008,9.0437464538,46.7219601752,20.8215977167,33.3120717983,-0.1695637576,0.47676064,77.501,45.697,23.622,-4.379145,-6.589628,-1.4698495
SM:373_S263_R1_001,79.781,59.176,53.389,28.269,9.48,31.401,9.509,27.365,36.098,15.196,52.0471014049,36.0636766283,39.7284269213,33.0246372318,9.677456939,44.6815961019,23.5419675896,34.0015971775,-0.1830676467,-0.0327761057,77.515,39.398,23.658,-4.3748655,-7.4096932,-1.6788851
SM:374_S275_R1_001,87.574,76.52,52.71,38.053,7.797,52.491,15.582,27.424,32.692,6.741,61.9684211966,43.3088139298,39.6179368083,34.7555148627,8.4207246765,49.0983704857,26.1833593129,38.03989546,0.4284374728,2.0447191917,88.287,51.817,24.272,-1.2997553,-3.4169087,-1.5744718
SM:375_S286_R1_001,82.682,60.264,59.874,38.658,6.588,41.098,18.852,23.112,24.575,7.626,56.4320245503,39.8908369396,39.5201191821,32.9542483127,8.1680985619,46.3052004335,23.4161980337,34.842819667,0.0052400643,1.5010588878,88.834,44.463,24.045,-2.7721767,-4.857893,-3.7007437
SM:376_S298_R1_001,76.469,66.2,50.485,47.962,11.989,51.603,17.646,30.208,21.2,3.712,59.4415188866,41.123608427,40.1583287847,34.5476183941,9.327145451,49.7240412827,24.9186867242,37.5237856627,0.2887246843,1.0418859283,84.271,44.379,23.717,-5.748311,-5.605284,-1.8832364
SM:378_S310_R1_001,66.526,67.44,32.969,42.504,9.534,42.121,12.612,19.594,21.936,7.115,53.7091821324,39.5615286888,32.744325716,33.3077083406,8.9514194119,44.6365263247,21.3700545896,32.7204833535,-0.4053965601,0.5151409904,81.57,41.194,24.724,2.994841,-1.5612079,-5.800939
SM:379_S229_R1_001,87.398,51.938,59.296,74.887,21.949,23.174,11.923,18.055,11.709,7.249,50.197693199,34.8387510875,37.607599665,33.2164934914,12.4944181018,56.1312811,16.7660985832,34.4126713644,-0.0047978705,-0.7069272717,70.602,39.563,24.218,1.4461077,0.47310644,-2.1887474
SM:380_S241_R1_001,68.897,48.531,27.147,28.895,8.981,19.565,7.397,13.301,15.467,4.189,45.1405010296,32.132568422,29.3003861767,28.2252257583,8.5110576648,38.4365552036,14.545493438,25.0356642739,-1.2688901465,-1.7287537813,66.926,31.471,24.131,0.3273905,0.7037976,-1.9234029
SM:381_S252_R1_001,47.949,65.685,52.226,36.064,8.408,29.023,14.021,24.869,22.343,7.054,44.8225293732,39.5977116059,38.5953855319,31.7285150517,8.6221756663,43.1250517959,20.5657043918,31.3955702875,-0.4925896593,-0.9265251411,66.989,41.28,24.283,3.3477733,1.1181228,-1.9042187
SM:382_S264_R1_001,95.88,91.594,85.887,68.889,23.121,36.549,14.14,46.994,34.574,14.92,58.4180321513,47.3462908263,53.5691886566,39.4384985696,13.591413914,68.2344821187,29.1710346089,49.3453310778,1.7187349786,-0.6802855907,71.343,39.006,24.384,2.3115296,-0.87576234,-2.6664183
SM:383_S276_R1_001,50.543,60.33,52.403,37.623,16.453,36.041,13.056,20.463,26.537,10.186,48.1562032021,37.6875386676,36.8104331362,33.1598785758,11.208518179,46.6710691247,21.7907413104,33.7125762229,-0.2359184635,-2.2674660759,56.783,37.236,24.39,2.414439,-0.7098477,-2.0938492
SM:384_S287_R1_001,48.215,47.899,35.629,15.526,3.302,25.84,9.064,8.593,4.917,5.156,43.777007282,32.6837544512,29.5799169291,23.3910110318,7.0498944542,32.973246055,13.9054729893,21.8624828654,-1.4467180579,-1.9014901279,61.598,33.526,24.529,2.318239,0.20401247,-3.5093489
SM:385_S299_R1_001,68.956,55.535,45.623,26.614,6.829,49.224,8.271,20.776,29.418,8.704,56.9895515427,34.5050065365,35.8093188737,31.0716394858,8.3482583155,40.4371744785,23.0515893529,31.668876996,-0.7496635221,-0.0392576476,76.368,40.729,24.329,2.2534456,0.22253194,-0.74564266
SM:386_S311_R1_001,54.463,63.8,48.581,43.658,14.517,45.13,13.536,32.619,35.305,8.608,52.5700159932,38.8749610856,40.6048395694,36.7907298552,10.4862659388,47.3025893979,26.1653656558,37.1158220899,0.0060391867,-0.101776373,76.872,39.346,24.349,-4.9207635,7.5263643,-2.9233387
SM:387_S230_R1_001,51.837,55.746,54.913,36.982,10.367,41.492,14.343,31.856,30.679,5.85,50.5941590185,36.8780367428,41.6668605447,34.0059783723,9.067696827,43.3220904946,24.6103893772,34.156428288,-0.3427327286,-1.2707753169,67.876,35.952,24.547,0.9209405,1.8713677,-1.8298643
SM:389_S242_R1_001,44.146,41.928,34.21,20.229,8.202,12.695,4.218,10.501,19.003,5.555,37.5859162873,28.995381289,29.7469026388,26.8582599511,8.4213123657,33.7789128947,13.1098586083,21.7499058816,-1.6623113589,-1.1849390753,67.144,37.889,24.259,3.2901165,6.237889,-1.1720014
SM:390_S253_R1_001,45.502,44.312,44.032,19.004,5.159,26.493,7.701,15.976,10.095,4.01,43.4854278115,31.1492768526,33.8068767827,24.5737539467,7.4500631154,33.9169746189,15.4395819986,23.3949125512,-1.5158923331,-1.1237098464,69.042,36.239,23.81,3.0627778,6.320536,-1.0009089
SM:391_S265_R1_001,31.732,60.207,NA,32.671,4.042,34.731,8.934,24.878,25.146,3.419,45.5826754962,35.8788178589,38.273571239,31.5797178393,7.5174546792,36.4919158935,20.4299796767,28.4667978625,-1.1432761895,-1.2858055109,69.547,33.664,24.094,3.4196672,1.3145567,-4.885572
SM:393_S288_R1_001,65.453,59.575,45.46,35.574,6.522,39.845,15.964,24.35,26.308,11.945,52.5858797111,38.5888404588,37.0169929298,32.5802464758,8.5582210763,42.0949307422,23.8069751208,33.1137559753,-0.3360393736,-0.1357486335,75.655,40.416,23.966,-2.8378909,-5.487552,3.8057072
SM:397_S300_R1_001,64.582,56.876,49.321,31.166,9.54,39.195,14.603,25.334,28.279,7.202,52.1572169758,37.2840108875,38.1676384875,31.9215206079,8.9616787513,42.7336629275,23.1114705785,32.8384113535,-0.4467568422,1.0481674071,84.476,44.194,24.132,2.5346217,2.0747485,-1.655394
SM:400_S312_R1_001,64.301,57.701,52.848,31.712,10.778,40.123,12.006,23.392,29.973,6.352,52.4791119602,36.5511211203,38.1981393763,32.5048092749,9.2320237225,43.9783729575,22.5181601443,32.9895723238,-0.4119639714,0.719790499,83.622,41.263,24.277,4.3926,-3.635692,-5.6386576
SM:401_S231_R1_001,61.216,65.206,40.584,31.391,7.288,47.601,12.001,28.361,31.509,7.888,54.8457915644,38.7114818476,37.4509781902,32.7455648748,8.3942616183,41.6595241776,24.9481293605,33.6029162931,-0.3982884864,0.2717833045,80.952,38.965,24.352,3.9407063,3.2006059,-1.8342929
SM:402_S243_R1_001,67.685,62.407,47.792,43.252,11.532,45.39,16.392,29.481,39.632,8.921,55.2368200305,39.5656049943,39.3409027392,37.7754768849,9.6895729466,46.8181751982,26.8641750246,37.3861068046,0.0244280304,0.5836266126,81.437,42.208,24.016,2.4688222,1.4602652,-2.510683
SM:404_S254_R1_001,62.139,75.774,41.808,43.948,11.558,48.522,15.24,31.902,32.424,8.426,55.3774583119,42.9256675623,38.9654419785,36.1923017683,9.6467513933,47.8604196847,26.4845341415,37.6907950614,0.2198540919,0.6759831113,80.968,43.944,24.663,1.6393934,-0.4558896,2.1026814
SM:405_S266_R1_001,62.158,50.969,42.684,34.44,12.86,35.267,10.244,19.055,16.27,4.856,50.1150558657,33.9213052186,34.7700000463,29.8504306999,9.6799561576,43.0683884036,18.6664266438,29.9242688558,-0.6777482951,-2.2714371134,59.496,33.891,23.2,-3.6806135,0.42955136,-1.0627158
SM:406_S278_R1_001,77.017,69.286,62.643,28.705,10.716,43.98,17.106,29.449,34.498,9.298,56.4998614314,41.8105955023,42.3879497107,32.783226032,9.4963238167,47.8251045978,26.1691095696,37.2762891357,0.1938455063,-0.8275108659,69.011,40.016,24.04,-3.1289363,-6.850807,-1.0619746
SM:408_S289_R1_001,80.986,84.709,57.313,40.931,8.044,54.824,15.084,28.99,35.196,11.072,61.6395133972,45.4791230832,41.1350911718,36.1261111271,8.90778709,50.9604432331,27.7462748691,39.9947218057,0.5409499466,1.1989620119,83.848,46.801,24.255,2.7657762,1.2859169,-1.8279079
SM:409_S301_R1_001,66.216,61.274,55.99,45.486,15.75,33.353,6.526,24.154,21.171,5.306,50.1291200572,35.4078516067,39.1164507762,33.8603816627,10.5394668448,49.9205074562,19.2165742266,33.6110672644,-0.2781975208,0.2098493233,82.01,36.877,23.812,-3.7959528,6.7175674,0.4247053
SM:40_S459_R1_001,45.152,61.301,35.644,30.312,10.16,29.426,9.464,18.438,20.613,6.265,44.4454092253,36.6006014543,32.8688807278,29.8599872448,9.0495484446,39.9374670982,18.3251138332,28.303640941,-0.8616756551,-1.163828631,70.376,34.22,23.998,-8.79691,-9.159325,-1.60388
SM:410_S313_R1_001,69.897,66.59,32.671,52.3,12.623,65.109,21.957,49.605,43.901,9.69,63.5219395124,42.9805717414,43.4500900505,41.1562054815,10.075001983,47.9835956619,34.9842358899,43.5971813285,1.0084900352,0.0025591897,77.355,40.046,24.068,0.74482167,0.06081142,-0.42736396
SM:411_S232_R1_001,81.984,61.697,51.908,41.681,6.708,42.442,16.302,27.885,28.31,5.39,56.8171678776,39.3236259728,39.6009466206,34.6278387637,8.0203199067,46.1025747125,24.0746180604,35.2304617099,-0.09368801,-0.4299237975,77.652,34.397,24.482,0.58197004,1.27639,-1.0442296
SM:413_S244_R1_001,58.401,60.512,56.06,46.015,8.72,40.81,13.459,21.584,19.213,6.127,51.6249197061,37.9191461797,38.2215070124,33.5286615204,8.639158377,45.6844548436,21.1655382537,33.0381678129,-0.1971670806,0.3160787277,79.178,41.705,24.228,1.9032952,0.7105032,1.9814967
SM:414_S255_R1_001,76.681,68.164,42.196,48.56,6.237,38.384,11.642,37.623,33.793,6.505,54.1864604842,39.3860874552,41.0507512598,37.6651746614,7.9814448837,46.3709520875,25.0626977432,36.1293740105,-0.0912934519,0.4454090392,78.783,43.772,23.857,3.9652305,-1.5092565,-0.56018496
SM:416_S267_R1_001,56.936,55.453,45.906,43.804,8.554,43.784,14.049,30.201,33.668,6.568,52.514092258,36.7015538872,39.2178173696,36.4648942687,8.6278100912,43.0138207201,25.1249228551,34.450675733,-0.168169205,1.060753854,86.037,42.53,24.252,-2.1196785,-3.5105803,-2.9090521
SM:41_S470_R1_001,63.254,40.783,43.318,48.146,17.986,56.697,14.672,28.266,36.536,9.024,58.8925117201,32.7431210771,37.9940790923,38.2507206749,10.4373876115,43.6826709517,27.6599924551,36.585232302,-0.04956304,-0.0095516615,75.4,42.285,23.495,-5.0161395,-12.691657,-2.0403247
SM:420_S279_R1_001,62.216,61.854,70.39,50.771,14.735,39.547,18.865,40.747,55.28,21.567,51.8413821964,40.3632361699,47.9870134289,43.4516795937,11.8024177749,51.7782747047,32.4017152509,43.4386118326,0.9146353529,-1.4028448679,65.028,37.769,23.859,5.471712,-2.4088404,6.3345056
SM:421_S290_R1_001,66.607,67.596,56.775,27.679,8.934,39.348,11.589,26.458,30.102,8.493,52.6115400214,39.1984812904,40.0961806024,31.5013211645,8.9152368709,44.7303602211,23.1946879294,33.8181193301,-0.3619478891,1.7328187386,86.033,50.785,24.276,-6.227687,3.5813386,3.127417
SM:422_S302_R1_001,67.154,56.032,36.581,41.354,7.486,42.504,15.376,23.004,20.328,8.204,53.9811586162,37.3652548249,34.7374616091,32.6254387029,8.4818237567,42.0744168618,22.5028647877,32.2703184818,-0.2752049202,-1.0789894282,66.817,39.559,24.015,5.6458163,-1.5731404,6.5782337
SM:423_S314_R1_001,115.28,119.507,59.614,46.859,18.008,80.263,16.691,38.165,83.537,29.686,71.3419084175,53.0210746724,44.8664427524,47.8208662241,11.4282623811,64.276448759,38.5807089234,54.5713826615,2.174344935,0.1763366953,69.409,50.898,23.966,6.4356313,0.37437487,0.73496234
SM:425_S233_R1_001,89.8,180.752,85.711,79.841,NA,97.068,20.026,43.002,28.555,5.056,80.28054572,59.4908094115,50.7607482594,38.9144681076,8.8654984228,73.03508404,35.6330024411,55.6434743603,2.7592170815,0.7165322891,81.728,43.478,23.924,4.0983,-0.63474095,6.6850276
SM:427_S245_R1_001,68.032,60.935,26.6,28.107,9.19,33.882,14.557,24.067,22.266,13.962,50.713122239,38.4403760233,33.0537284017,29.7028667437,9.5071822185,40.295478681,22.3908480922,31.2609410848,-0.6272245675,0.5099935193,77.785,45.769,24.457,2.500972,-2.2249982,3.3611994
SM:428_S256_R1_001,57.798,77.044,42.726,25.717,10.59,37.151,3.281,19.519,13.397,11.903,50.012773023,38.7625088247,34.7242893326,27.5868182985,9.7491022403,44.0101126159,18.8312544609,30.5225171385,-0.6109053153,-1.0082079402,65.712,41.867,23.832,3.418323,-2.0544624,2.2983751
SM:42_S482_R1_001,50.874,53.088,38.726,28.128,7.036,28.495,9.73,20.904,18.219,3.052,45.1925880098,34.3474745128,34.3959762644,28.7306011372,7.8588806057,37.6656607128,17.824793948,26.90074066,-1.0663980839,-0.6389656501,72.976,37.492,24.361,-1.8440698,-10.320571,-5.905737
SM:432_S268_R1_001,57.549,61.502,55.35,32.642,10.586,41.542,16.126,24.278,28.23,5.94,51.7362204958,39.21478553,39.0246289763,32.3047255678,9.1381082984,44.2745068042,23.3780109639,33.7425998592,-0.268831023,0.9551809279,81.136,47.158,24.167,4.381916,2.9999545,-1.207171
SM:435_S280_R1_001,62.534,63.675,44.466,36.964,13.598,32.368,15.426,26.72,30.816,8.375,49.0297482931,39.5615613767,37.6768776682,34.0372633982,10.220522959,46.019118598,22.9838274786,34.3379404259,-0.2401574715,0.6923803319,82.868,41.813,24.269,4.5538707,-0.35579282,-1.1928996
SM:436_S291_R1_001,52.58,68.938,53.123,26.918,8.989,41.762,10.731,18.777,25.353,3.515,50.8715140931,39.2970304247,36.6471084122,30.1766130077,8.4808353818,42.9705405454,20.7319932764,31.3012839735,-0.6124238713,0.323655371,78.052,43.158,24.717,3.879837,-2.3045707,0.43485436
SM:437_S303_R1_001,69.795,67.758,53.815,43.837,8.109,36.459,10.055,23.069,26.121,6.798,52.094305616,38.6664544363,38.2866044796,34.6588793743,8.5190661219,47.1176408471,21.0956487968,33.6862177232,-0.0999650327,-0.5897808947,74.311,36.476,24.147,2.9290452,-2.2102969,0.289089
SM:438_S315_R1_001,53.526,59.344,44.619,38.607,8.73,38.439,9.649,20.56,26.503,2.293,49.6826831387,36.0998927257,35.4818933489,33.4054578629,8.2604830022,42.3109621452,20.2208240418,30.7583096509,-0.6220448917,-0.3314636883,75.951,37.642,24.367,4.730366,1.6207116,-2.0171895
SM:439_S234_R1_001,59.905,68.722,50.009,36.181,11.41,41.182,16.467,31.144,25.854,8.621,52.0351214393,41.4213206357,40.4014489144,32.6169249841,9.630101975,46.0652967822,24.6659206292,35.5312235066,-0.0435868094,0.9754420726,81.112,47.398,24.067,3.1365695,-1.4460355,-1.237851
SM:440_S246_R1_001,62.493,50.863,61.795,27.262,8.762,37.845,9.196,20.226,25.978,2.962,51.2200745262,33.475842467,38.9102552232,30.3869605503,8.3291192177,42.009013073,20.0056267002,30.3034110331,-0.5717611033,-0.0633457986,75.2,41.855,23.946,1.2458142,-0.50289047,2.0468924
SM:441_S257_R1_001,56.279,66.013,82.357,51.635,12.275,28.412,4.567,11.72,9.813,4.913,46.1927838214,35.9747913819,40.1866378245,32.6829839515,9.3516124011,52.2874896341,14.4375889549,31.3439390739,-0.3013507423,-2.3450224482,62.217,29.708,24.353,1.3892511,1.4279506,2.8278267
SM:442_S269_R1_001,52.317,55.785,33.959,31.658,5.464,30.171,9.511,16.627,28.512,8.552,46.2215751082,35.0480921635,31.9812720906,32.1356041633,7.9559704635,37.5631577012,19.5802270769,28.0609299256,-0.9471021019,-0.4809213796,75.851,35.931,24.424,1.1393201,-0.9823488,7.8095307
SM:447_S292_R1_001,85.127,62.564,39.429,36.689,9.384,42.369,20.562,25.276,28.743,8.651,57.4194470476,41.2383141192,36.1316836484,33.4635360906,9.0596904811,45.4597947896,25.038411768,35.547890595,0.0034111364,0.8079362148,82.378,43.838,24.829,2.5115318,-1.7906076,-3.7985222
SM:449_S304_R1_001,51.779,63.866,54.679,39.834,10.735,37.302,17.366,21.971,26.085,9.648,48.9135958556,40.3538820817,38.0726829403,33.6256190345,9.5343160824,45.3011916521,22.8982696289,33.9747249723,-0.1609975219,0.4028853488,78.795,43.213,24.488,3.9663522,-2.3382347,-1.3530892
SM:44_S505_R1_001,62.707,54.16,50.391,43.749,11.67,40.019,11.89,23.584,31.543,5.597,52.124449428,35.496026519,37.7659067033,35.9303338093,9.4219019586,45.4251663598,22.6006092473,33.812581475,-0.3453696536,-0.2199264838,76.271,38.611,23.861,-0.08573837,-4.854515,-3.5879068
SM:450_S316_R1_001,64.182,56.641,41.994,28.561,8.408,25.964,9.186,18.557,19.901,11.482,46.8842144833,35.2200447749,34.3373863694,29.3354018604,9.0532891311,40.8024461133,18.5534047925,28.8348949075,-0.9322456866,-0.6672838717,72.352,37.843,24.84,3.481185,-3.295457,4.19287
SM:451_S235_R1_001,59.491,56.783,48.509,29.657,11.442,44.234,14.879,27.76,24.87,10.204,53.1830307745,37.3879041047,38.875736792,30.7377504081,9.7860992563,42.7659698765,24.3797975522,33.6803531598,-0.1953465436,-0.1666341386,73.539,42.595,24.869,4.929554,-0.4369248,-3.6727262
SM:452_S247_R1_001,79.876,75.928,61.284,34.565,6.964,49.127,13.788,35.418,21.618,8.446,59.0917797316,42.4335069082,44.219226181,31.2008043415,8.3534097129,48.2448113653,25.4880014331,37.163191542,0.3661608054,1.1266960936,82.461,47.653,24.238,3.786242,-0.9977944,-4.474694
SM:453_S258_R1_001,71.601,95.878,46.352,44.532,11.765,56.777,17.468,42.853,37.805,6.109,60.4660805219,49.4380899002,43.777198323,37.608367092,9.4870642877,52.8838869105,30.3156345925,42.7281004494,0.8600677102,-0.4012692882,71.285,42.43,24.001,-0.113724396,-0.15125169,2.883802
SM:454_S270_R1_001,51.14,64.677,51.622,37.144,6.554,41.792,10.699,35.91,30.689,13.765,50.5968725398,38.0624680834,42.3855046389,34.0313434313,8.7278979371,42.5088716735,25.8883240458,34.6958374437,0.0212764722,-0.0389191858,74.729,42.736,24.245,-1.5872085,0.7410472,0.18194552
SM:456_S282_R1_001,60.613,55.541,45.686,33.641,7.878,40.389,13.401,22.165,22.736,5.701,51.8558674672,36.4349114291,36.2803080028,31.2241521495,8.3475775376,41.2809166714,21.5698433491,31.1578576638,-0.5086317704,0.1428474438,79.663,38.924,24.466,-0.05960965,1.4034808,-1.1571611
SM:457_S293_R1_001,61.185,61.034,44.252,27.861,8.193,34.902,11.418,17.461,20.36,6.563,49.7841336954,37.2693867112,34.3042857988,29.1629801448,8.5194953949,41.2279343179,19.3872840968,29.6191426173,-0.6447034498,-0.0502123704,75.323,41.872,23.682,3.7004755,2.1921413,-0.876628
SM:459_S305_R1_001,78.49,68.362,70.298,46.852,10.088,52.958,20.099,35.253,41.497,7.374,60.3916496486,42.671452301,46.0571068519,39.1188209539,9.1353216543,51.6030435362,29.684686775,41.5749771602,0.7821212736,0.2013212992,75.398,44.901,24.1,3.9338186,-2.0425544,-4.5917373
SM:461_S317_R1_001,36.217,47.797,38.548,34.789,5.042,21.883,10.288,23.958,24.064,5.867,39.7586237237,33.0553486861,35.4728045942,31.8538141215,7.5776762234,35.4665921697,18.6619210439,26.4851230303,-1.0327788996,-1.9995823381,68.27,26.47,24.433,-1.7037337,-1.1933684,0.6712503
SM:464_S329_R1_001,58.697,56.279,47.657,27.461,6.994,34.552,9.939,18.936,24.327,8.561,49.1621126907,35.3362061717,35.5357961923,30.0169694007,8.3707984138,39.9537040997,20.1428236344,29.5070361869,-0.7669866947,0.2391362908,79.949,39.789,23.433,0.79404026,-0.20650338,-0.24054569
SM:465_S341_R1_001,65.928,62.439,63.323,29.393,7.913,35.285,10.875,21.518,35.935,5.84,50.8564769554,37.4555787791,39.6920240695,33.3255817186,8.3684212806,44.4123991976,21.9469352082,32.8024258628,-0.4214673795,-1.3968942808,68.89,33.172,23.189,1.0004504,-0.2184182,1.9030504
SM:466_S353_R1_001,65.775,67.955,56.901,32.236,9.165,47.824,18.154,35.308,38.408,12.929,55.8382573588,41.8341956461,43.3010811229,34.668635308,9.4070545942,45.6252131765,29.0356159526,38.2484498241,0.2646053113,0.9687846113,84.922,42.712,23.395,1.8335274,0.001335925,-1.6783795
SM:467_S365_R1_001,59.413,63.681,60.651,40.458,9.64,44.359,12.716,34.186,37.873,6.246,53.211901349,38.5135720575,43.6739907674,36.6616172912,8.8945898693,46.358279251,26.120449532,36.6370992613,0.1847060501,-0.0521223733,77.792,38.837,23.519,-11.105103,3.7637446,0.3121031
SM:469_S377_R1_001,66.802,53.305,43.83,44.053,11.175,47.872,12.487,29.62,24.997,7.891,56.0642761243,35.4465195367,38.5744898525,34.4284663315,9.4908340058,44.6998552461,24.4119578593,34.7412169054,0.0384206167,-1.950769877,64.447,31.809,23.685,-0.08745349,-2.906264,9.612584
