Roza2019_VCF_ID1,Roza2019_VCF_ID,Sample_ID,Plant_ID.x,Ordering,rep,col,row,Plant_ID.y,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,group
SM:557_S396_R1_001,557_S396_R1_001,557_26-201B-3,557,407,1,22,8,557,26,201B,1613,3,1622-26Jx1613-26,1622-26J,1613-26,201B_3,Plant#3,1613-26_1622-26J,1613-26,1622-26J,26,-48.7295129331157,31.3465597123496,12.0164292644093,3
SM:558_S408_R1_001,558_S408_R1_001,558_28-206B-5,558,408,1,22,9,558,28,206B,1613,5,1622-28Dx1613-28,1622-28D,1613-28,206B_5,Plant#5,1613-28_1622-28D,1613-28,1622-28D,28,6.891739161149,-9.2729050836671,4.62482234157095,2
SM:559_S326_R1_001,559_S326_R1_001,559_28-206B-7,559,409,1,22,10,559,28,206B,1613,7,1622-28Dx1613-28,1622-28D,1613-28,206B_7,Plant#7,1613-28_1622-28D,1613-28,1622-28D,28,25.3216935840877,-6.40539523933168,47.0779448735847,2
SM:561_S338_R1_001,561_S338_R1_001,561_28-211B-3,561,410,1,22,11,561,28,211B,1613,3,1622-28Kx1613-28,1622-28K,1613-28,211B_3,Plant#3,1613-28_1622-28K,1613-28,1622-28K,28,19.9136176360151,-5.18095297083442,2.95205397961383,2
SM:564_S350_R1_001,564_S350_R1_001,564_2-5B-5-B,564,411,1,22,12,564,2,5B,1613,5-B,1622-2Ex1613-2,1622-2E,1613-2,5B_5-B,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,31.7195094570014,51.9553002637938,-53.9876301378324,2
SM:565_S362_R1_001,565_S362_R1_001,565_2-5B-5-A,565,412,1,22,13,565,2,5B,1613,5-A,1622-2Ex1613-2,1622-2E,1613-2,5B_5-A,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,-22.1207515885484,39.0286392664217,-23.5801089756509,3
SM:570_S374_R1_001,570_S374_R1_001,570_30-218B-4,570,413,1,22,14,570,30,218B,1613,4,1622-30Ax1613-30,1622-30A,1613-30,218B_4,Plant#4,1613-30_1622-30A,1613-30,1622-30A,30,23.8495712074842,3.18313154715128,9.30897628789669,2
SM:572_S385_R1_001,572_S385_R1_001,572_20-223B-4,572,414,1,22,15,572,20,223B,1613,4,1622-30Gx1613-30,1622-30G,1613-30,223B_4,Plant#4,1613-30_1622-30G,1613-30,1622-30G,30,24.0941678399665,18.4271387063262,-15.5028482758816,2
SM:575_S397_R1_001,575_S397_R1_001,575_30-227B-5,575,415,1,22,16,575,30,227B,1613,5,1622-30Kx1613-30,1622-30K,1613-30,227B_5,Plant#5,1613-30_1622-30K,1613-30,1622-30K,30,28.3118444481292,-15.4491049242593,37.0268965000842,2
SM:576_S409_R1_001,576_S409_R1_001,576_30-227B-6,576,416,1,22,17,576,30,227B,1613,6,1622-30Kx1613-30,1622-30K,1613-30,227B_6,Plant#6,1613-30_1622-30K,1613-30,1622-30K,30,-34.9107741239378,13.7577077713875,19.6258392573848,3
SM:577_S327_R1_001,577_S327_R1_001,577_31-231B-3,577,417,1,22,18,577,31,231B,1613,3,1622-31Dx1613-31,1622-31D,1613-31,231B_3,Plant#3,1613-31_1622-31D,1613-31,1622-31D,31,8.79692617450544,-1.0749632904551,42.4160849695738,2
SM:581_S339_R1_001,581_S339_R1_001,581_3-10B-4,581,418,1,22,19,581,3,10B,1613,4,1622-3Bx1613-3,1622-3B,1613-3,10B_4,Plant#4,1613-3_1622-3B,1613-3,1622-3B,3,32.6820779429821,37.6053099884261,-61.332426526381,2
SM:582_S351_R1_001,582_S351_R1_001,582_3-10B-3,582,419,1,23,1,582,3,10B,1613,3,1622-3Bx1613-3,1622-3B,1613-3,10B_3,Plant#3,1613-3_1622-3B,1613-3,1622-3B,3,31.317306485475,42.3158973014827,-21.7165943528711,2
SM:584_S363_R1_001,584_S363_R1_001,584_3-11B-5,584,420,1,23,2,584,3,11B,1613,5,1622-3Cx1613-3,1622-3C,1613-3,11B_5,Plant#5,1613-3_1622-3C,1613-3,1622-3C,3,24.8305585704544,30.0705443892855,-37.9506375694688,2
SM:585_S375_R1_001,585_S375_R1_001,585_3-11B-7,585,421,1,23,3,585,3,11B,1613,7,1622-3Cx1613-3,1622-3C,1613-3,11B_7,Plant#7,1613-3_1622-3C,1613-3,1622-3C,3,41.5345349833768,56.3326923345818,-54.5814677046663,2
SM:586_S386_R1_001,586_S386_R1_001,586_3-13B-3,586,422,1,23,4,586,3,13B,1613,3,1622-3Fx1613-3,1622-3F,1613-3,13B_3,Plant#3,1613-3_1622-3F,1613-3,1622-3F,3,-34.7111638430574,49.6055485537482,-33.4873136848959,3
SM:587_S398_R1_001,587_S398_R1_001,587_3-16B-5,587,423,1,23,5,587,3,16B,1613,5,1622-3Jx1613-3,1622-3J,1613-3,16B_5,Plant#5,1613-3_1622-3J,1613-3,1622-3J,3,24.3322807170539,-2.27991894021817,-5.30301593956219,2
SM:588_S410_R1_001,588_S410_R1_001,588_3-16B-4,588,424,1,23,6,588,3,16B,1613,4,1622-3Jx1613-3,1622-3J,1613-3,16B_4,Plant#4,1613-3_1622-3J,1613-3,1622-3J,3,13.777644275263,19.2809613978144,-7.52285026921292,2
SM:593_S328_R1_001,593_S328_R1_001,593_5-31B-7,593,425,1,23,7,593,5,31B,1613,7,1622-5Ex1613-5,1622-5E,1613-5,31B_7,Plant#7,1613-5_1622-5E,1613-5,1622-5E,5,25.221206575226,-23.9458569204579,91.0682929813665,2
SM:594_S340_R1_001,594_S340_R1_001,594_5-31B-4,594,426,1,23,8,594,5,31B,1613,4,1622-5Ex1613-5,1622-5E,1613-5,31B_4,Plant#4,1613-5_1622-5E,1613-5,1622-5E,5,29.4942841267181,-20.4782241550023,50.5267399818319,2
SM:596_S352_R1_001,596_S352_R1_001,596_6-38B-7,596,427,1,23,9,596,6,38B,1613,7,1622-6Ax1613-6,1622-6A,1613-6,38B_7,Plant#7,1613-6_1622-6A,1613-6,1622-6A,6,22.7717855647585,18.9014374793671,-4.60500539162294,2
SM:598_S364_R1_001,598_S364_R1_001,598_6-41B-6,598,428,1,23,10,598,6,41B,1613,6,1622-6Dx1613-6,1622-6D,1613-6,41B_6,Plant#6,1613-6_1622-6D,1613-6,1622-6D,6,8.37460670751577,15.7271659296854,-28.2687686554022,2
SM:599_S376_R1_001,599_S376_R1_001,599_6-43B-3,599,429,1,23,11,599,6,43B,1613,3,1622-6Gx1613-6,1622-6G,1613-6,43B_3,Plant#3,1613-6_1622-6G,1613-6,1622-6G,6,-59.2924582736262,15.2578881790729,-14.3205837048353,3
SM:600_S387_R1_001,600_S387_R1_001,600_7-48B-4,600,430,1,23,12,600,7,48B,1613,4,1622-7Ax1613-7,1622-7A,1613-7,48B_4,Plant#4,1613-7_1622-7A,1613-7,1622-7A,7,3.98222528044496,-36.3409460163617,-16.4857770611214,1
SM:601_S399_R1_001,601_S399_R1_001,601_7-48B-3,601,431,1,23,13,601,7,48B,1613,3,1622-7Ax1613-7,1622-7A,1613-7,48B_3,Plant#3,1613-7_1622-7A,1613-7,1622-7A,7,30.7655706019623,14.1984203975424,-1.37103161618254,2
SM:603_S411_R1_001,603_S411_R1_001,603_7-49B-3,603,436,1,23,18,603,7,49B,1613,3,1622-7Bx1613-7,1622-7B,1613-7,49B_3,Plant#3,1613-7_1622-7B,1613-7,1622-7B,7,25.8196281726074,24.9984793201172,-28.3621658501145,2
SM:605_S457_R1_001,605_S457_R1_001,605_9-69B-3,605,432,1,23,14,605,9,69B,1613,3,1622-9Fx1613-9,1622-9F,1613-9,69B_3,Plant#3,1613-9_1622-9F,1613-9,1622-9F,9,27.2499151618277,36.1198298069814,-41.2989623881114,2
SM:607_S469_R1_001,607_S469_R1_001,607_9-70B-4,607,433,1,23,15,607,9,70B,1613,4,1622-9Gx1613-9,1622-9G,1613-9,70B_4,Plant#4,1613-9_1622-9G,1613-9,1622-9G,9,-4.46976179804447,1.20939300299446,-5.31442653017825,2
SM:608_S481_R1_001,608_S481_R1_001,608_23F-186A-2,608,434,1,23,16,608,23F,186A,1622,2,1613-23x1622-23F,1613-23,1622-23F,186A_2,Plant#2,1613-23_1622-23F,1613-23,1622-23F,23,29.5728357507533,-16.4222797458107,10.0549831908698,2
SM:609_S492_R1_001,609_S492_R1_001,609_29B-212A-2,609,435,1,23,17,609,29B,212A,1622,2,1613-29x1622-29B,1613-29,1622-29B,212A_2,Plant#2,1613-29_1622-29B,1613-29,1622-29B,29,33.2677060312543,14.7074356207962,1.655437038222,2
